MIN=0	-30	-0.1
MAX=2.26274169979695	30	0.1
SCALE=0.1	10	0.05
DEC=3	2	4
DEF="Time" t / s	"Voltage" U_B1 / V	"Current" I_A1 / A
0	0.015	0
0.001	0	0
0.002	-0.015	0
0.003	0	0
0.004	0.015	0
0.005	0	-5E-05
0.006	0	0
0.007	0	0
0.008	0	0
0.009	0	0
0.01	0	0
0.011	0	0
0.012	0	-5E-05
0.013	0.015	0
0.014	-0.015	0
0.015	0	-5E-05
0.016	0	0
0.017	-0.015	0
0.018	0	0
0.019	0	-5E-05
0.02	0	0
0.021	0	-5E-05
0.022	0	0
0.023	0	0
0.024	0	0
0.025	0	0
0.026	0	0
0.027	0.015	0
0.028	0.015	0
0.029	0	-5E-05
0.03	0	0
0.031	-0.015	0
0.032	0	-5E-05
0.033	0	0
0.034	0	-5E-05
0.035	0	0
0.036	0	0
0.037	0	-5E-05
0.038	0	0
0.039	-0.015	0
0.04	0	-5E-05
0.041	0	0
0.042	0	-5E-05
0.043	0	0
0.044	0.015	0
0.045	0.015	0
0.046	0	0
0.047	0	0
0.048	-0.015	0
0.049	0	0
0.05	0	0
0.051	0	0
0.052	0	0
0.053	0	0
0.054	0	0
0.055	0.015	-5E-05
0.056	-0.015	0
0.057	0	0
0.058	0.015	-5E-05
0.059	0	0
0.06	0.015	0
0.061	0	-5E-05
0.062	0	0
0.063	-0.015	0
0.064	0	0
0.065	0	0
0.066	0	-5E-05
0.067	0	0
0.068	0	0
0.069	0	-5E-05
0.07	0	-5E-05
0.071	0	0
0.072	0.015	-5E-05
0.073	0	0
0.074	0	-5E-05
0.075	0.015	0
0.076	0.015	5E-05
0.077	0	0
0.078	0	0
0.079	0.015	-5E-05
0.08	0.015	0
0.081	0	0
0.082	0	0
0.083	0	0
0.084	0	0
0.085	0	0
0.086	0	0
0.087	0.015	0
0.088	0	0
0.089	0	0
0.09	0	-5E-05
0.091	0	0
0.092	0.015	0
0.093	-0.015	0
0.094	0	-5E-05
0.095	0	-5E-05
0.096	0	0
0.097	0	0
0.098	0	-5E-05
0.099	0.015	-5E-05
0.1	0	0
0.101	0	0
0.102	0	0
0.103	0	0
0.104	0.015	-5E-05
0.105	0	0
0.106	0	0
0.107	0	-5E-05
0.108	0	0
0.109	0	0
0.11	0	-5E-05
0.111	-0.015	-5E-05
0.112	0	0
0.113	0	0
0.114	0	0
0.115	0	0
0.116	0	0
0.117	0	0
0.118	0	-5E-05
0.119	0.015	0
0.12	0	-5E-05
0.121	0	0
0.122	0	0
0.123	0	0
0.124	0.015	-5E-05
0.125	-0.015	0
0.126	0	0
0.127	0	0
0.128	0	0
0.129	0	0
0.13	0	0
0.131	0.015	-5E-05
0.132	0	-5E-05
0.133	0	0
0.134	0	0
0.135	-0.015	0
0.136	0	0
0.137	0	-5E-05
0.138	0	0
0.139	0.015	0
0.14	-0.015	-5E-05
0.141	-0.015	-5E-05
0.142	-0.015	-5E-05
0.143	-0.015	-5E-05
0.144	0	0
0.145	0	0
0.146	0	0
0.147	0	0
0.148	0	-5E-05
0.149	0	0
0.15	0	0
0.151	0	-5E-05
0.152	0.015	0
0.153	0	-5E-05
0.154	0	0
0.155	0	0
0.156	0	0
0.157	0	-5E-05
0.158	-0.015	0
0.159	0.015	0
0.16	-0.015	0
0.161	-0.015	-5E-05
0.162	0	-5E-05
0.163	0	-5E-05
0.164	0	-5E-05
0.165	0	0
0.166	0	0
0.167	0	0
0.168	0	-5E-05
0.169	-0.015	-5E-05
0.17	-0.015	0
0.171	0	0
0.172	0	0
0.173	0.015	-5E-05
0.174	0	-5E-05
0.175	0	0
0.176	0	0
0.177	-0.015	-5E-05
0.178	0.015	0
0.179	0	-5E-05
0.18	0	0
0.181	0.015	0
0.182	0	0
0.183	0.015	0
0.184	0.015	0
0.185	0.015	-5E-05
0.186	0	0
0.187	0	0
0.188	0.015	0
0.189	0.015	0
0.19	0.015	-5E-05
0.191	0.015	0
0.192	0	-5E-05
0.193	0.015	0
0.194	0	0
0.195	0.015	0
0.196	0	-5E-05
0.197	0	0
0.198	0.015	0
0.199	0	0
0.2	0.015	0
0.201	0.015	-5E-05
0.202	0	0
0.203	0.015	0
0.204	-0.015	0
0.205	0.015	0
0.206	0	0
0.207	0.015	0
0.208	0.015	0
0.209	0	-5E-05
0.21	0	0
0.211	0	0
0.212	0.015	0
0.213	0.015	0
0.214	0	0
0.215	-0.015	0
0.216	0	0
0.217	0.015	-5E-05
0.218	0.015	0
0.219	0	0
0.22	0	0
0.221	0	0
0.222	0	-5E-05
0.223	0	0
0.224	0	0
0.225	0	-5E-05
0.226	0	0
0.227	0	0
0.228	0	0
0.229	0	0
0.23	-0.015	-5E-05
0.231	0	0
0.232	0	0
0.233	0.015	-5E-05
0.234	0	0
0.235	0	-5E-05
0.236	0	0
0.237	0	-5E-05
0.238	0	0
0.239	0	0
0.24	0	0
0.241	0	0
0.242	0.015	-5E-05
0.243	0	0
0.244	0	0
0.245	-0.015	-5E-05
0.246	0	-5E-05
0.247	0	0
0.248	-0.015	0
0.249	0	0
0.25	0	0
0.251	0.015	0
0.252	0.015	-5E-05
0.253	0	-5E-05
0.254	0.015	-5E-05
0.255	0	-5E-05
0.256	0	0
0.257	0	-5E-05
0.258	0	0
0.259	0	-5E-05
0.26	0	0
0.261	0	0
0.262	0	0
0.263	0	0
0.264	0	0
0.265	0	0
0.266	0	0
0.267	0	0
0.268	0	0
0.269	0	0
0.27	0	-5E-05
0.271	0	0
0.272	0.015	0
0.273	0	-5E-05
0.274	0	-5E-05
0.275	0	0
0.276	0	0
0.277	0.015	0
0.278	0	0
0.279	0	-5E-05
0.28	0.015	-5E-05
0.281	0	0
0.282	0	0
0.283	-0.015	-5E-05
0.284	0	5E-05
0.285	0	0
0.286	0.015	0
0.287	0.015	-5E-05
0.288	0	0
0.289	0	0
0.29	0	-5E-05
0.291	0	-5E-05
0.292	0	0
0.293	0	0
0.294	0	-5E-05
0.295	0	0
0.296	0	0
0.297	0	0
0.298	0	0
0.299	0	0
0.3	0	0
0.301	0	0
0.302	0.015	-5E-05
0.303	0	0
0.304	0	-5E-05
0.305	-0.015	0
0.306	0.015	-5E-05
0.307	0	-5E-05
0.308	-0.015	-5E-05
0.309	0	0
0.31	0	0
0.311	0	-5E-05
0.312	0	0
0.313	0	0
0.314	0	0
0.315	0	-5E-05
0.316	0	0
0.317	0	-5E-05
0.318	0	0
0.319	0	0
0.32	0	0
0.321	0	-5E-05
0.322	-0.015	0
0.323	0	-5E-05
0.324	0	-5E-05
0.325	0	0
0.326	0	-5E-05
0.327	0	0
0.328	0	-5E-05
0.329	0.015	0
0.33	0	0
0.331	0	0
0.332	0	0
0.333	0	-5E-05
0.334	0	0
0.335	0	0
0.336	0	0
0.337	0	0
0.338	0	-5E-05
0.339	0	-5E-05
0.34	0	0
0.341	0	0
0.342	0	0
0.343	0.015	-5E-05
0.344	0	0
0.345	0	0
0.346	0.015	0
0.347	0	-5E-05
0.348	0	0
0.349	0.03	-5E-05
0.35	-0.015	0
0.351	0	0
0.352	-0.015	-5E-05
0.353	0	0
0.354	0	0
0.355	0	0
0.356	0	0
0.357	-0.015	0
0.358	0	-5E-05
0.359	0	0
0.36	0	-5E-05
0.361	0	0
0.362	0	0
0.363	0.015	0
0.364	0.015	-5E-05
0.365	0	-5E-05
0.366	0	0
0.367	0	0
0.368	0	0
0.369	0	0
0.37	0	0
0.371	0	0
0.372	0	0
0.373	0	-5E-05
0.374	0	0
0.375	0	0
0.376	0	0
0.377	-0.015	0
0.378	0	0
0.379	0	0
0.38	0	-5E-05
0.381	0.015	-5E-05
0.382	0	0
0.383	0	0
0.384	0	-5E-05
0.385	0	0
0.386	0	-5E-05
0.387	0	0
0.388	0	0
0.389	0	-5E-05
0.39	0.015	-5E-05
0.391	0	-5E-05
0.392	0	0
0.393	0	-5E-05
0.394	0	0
0.395	0	-5E-05
0.396	0	0
0.397	0	-5E-05
0.398	0.015	0
0.399	0	0
0.4	0	0
0.401	0	-5E-05
0.402	0	-5E-05
0.403	0	0
0.404	0	-5E-05
0.405	0	0
0.406	0	-5E-05
0.407	0	-5E-05
0.408	0.015	0
0.409	0	0
0.41	-0.015	-5E-05
0.411	0	0
0.412	0	-5E-05
0.413	0	0
